Accident_ID,Date,City,Area,Latitude,Longitude,Weather_Condition,Road_Type,Vehicle_Type,Traffic_Level,Light_Condition,Speed_kmph,Driver_Age,Alcohol_Involved,Seatbelt_Helmet_Used,Number_of_Vehicles,Casualties,Accident_Severity
BRD00495,2024-06-28,Vadodara,Akota,22.377078,73.231145,Fog,Highway,Car,Low,Evening,61,46,1,1,3,2,Medium
BRD00496,2025-04-03,Vadodara,Sayajigunj,22.268144,73.188077,Rainy,Highway,Car,High,Daylight,79,37,1,1,1,5,High
BRD00497,2024-11-23,Vadodara,Akota,22.303887,73.183372,Cloudy,City Road,Car,Low,Daylight,25,42,1,1,1,3,Low
BRD00498,2024-10-13,Vadodara,Vasna,22.310249,73.104026,Fog,Highway,Car,High,Night,63,37,1,0,3,3,Medium
BRD00499,2024-11-26,Vadodara,Gotri,22.253698,73.214708,Cloudy,Residential,Bike,Low,Evening,87,65,1,1,5,5,Medium
BRD00500,2024-08-31,Vadodara,Vasna,22.356377,73.15598,Cloudy,Highway,Truck,Medium,Daylight,105,55,0,0,3,5,Medium
BRD00501,2024-03-24,Vadodara,Alkapuri,22.285447,73.162927,Cloudy,Flyover,Bike,High,Night,42,36,0,0,2,2,Low
BRD00502,2024-06-14,Vadodara,Sama,22.291107,73.226749,Clear,Flyover,Truck,High,Evening,46,62,1,0,5,4,Medium
BRD00503,2024-09-22,Vadodara,Akota,22.298492,73.172735,Fog,Flyover,Car,Low,Daylight,26,31,0,0,2,1,Low
BRD00504,2024-02-29,Vadodara,Sama,22.26706,73.102607,Clear,Flyover,Truck,Medium,Evening,83,41,0,1,5,0,Low
BRD00505,2024-01-15,Vadodara,Vasna,22.355895,73.133354,Fog,City Road,Car,Low,Night,115,26,0,0,1,2,Medium
BRD00506,2024-01-10,Vadodara,Tarsali,22.312953,73.164687,Cloudy,City Road,Bike,High,Daylight,39,60,0,1,1,0,Low
BRD00507,2024-12-07,Vadodara,Alkapuri,22.348092,73.217356,Fog,City Road,Auto,Low,Daylight,33,29,1,0,1,2,Low
BRD00508,2024-06-27,Vadodara,Waghodia,22.270872,73.175095,Rainy,City Road,Auto,High,Evening,60,22,0,0,5,4,Medium
BRD00509,2024-03-28,Vadodara,Tarsali,22.319826,73.246037,Rainy,Highway,Car,High,Evening,49,63,1,1,5,2,Medium
BRD00510,2024-04-02,Vadodara,Sama,22.296127,73.156942,Rainy,City Road,Auto,Medium,Daylight,111,44,0,1,1,0,Medium
BRD00511,2024-09-10,Vadodara,Tarsali,22.296963,73.143241,Cloudy,Highway,Bike,Low,Night,91,49,0,1,3,1,Medium
BRD00512,2024-12-17,Vadodara,Sama,22.307714,73.183087,Cloudy,Flyover,Bus,High,Daylight,119,22,1,1,2,2,Medium
BRD00513,2024-02-23,Vadodara,Sayajigunj,22.306948,73.198782,Clear,Highway,Bike,High,Daylight,87,43,1,0,2,5,Medium
BRD00514,2024-04-12,Vadodara,Harni,22.359724,73.160643,Clear,City Road,Bus,Medium,Evening,50,49,1,1,4,2,Low
BRD00515,2025-05-01,Vadodara,Sayajigunj,22.378378,73.176712,Fog,City Road,Bus,Medium,Daylight,110,25,1,1,4,4,High
BRD00516,2024-02-20,Vadodara,Vasna,22.256871,73.110234,Rainy,Highway,Car,High,Night,42,56,1,0,3,0,Low
BRD00517,2024-09-23,Vadodara,Tarsali,22.313984,73.169903,Clear,Flyover,Bus,Low,Night,109,50,1,1,5,6,Medium
BRD00518,2024-07-15,Vadodara,Fatehgunj,22.290893,73.15645,Clear,Residential,Bike,Low,Daylight,80,29,1,0,4,0,Low
BRD00519,2024-07-18,Vadodara,Fatehgunj,22.349321,73.185328,Cloudy,Residential,Auto,Low,Evening,64,52,1,1,5,5,Medium
BRD00520,2024-05-14,Vadodara,Fatehgunj,22.326836,73.15667,Rainy,Flyover,Truck,High,Night,32,21,0,0,2,3,Medium
BRD00521,2024-01-14,Vadodara,Tarsali,22.365875,73.151188,Fog,Highway,Bus,Medium,Night,119,40,1,1,1,4,High
BRD00522,2024-06-08,Vadodara,Harni,22.261042,73.203199,Rainy,Flyover,Bike,Low,Night,55,28,0,1,1,5,Medium
BRD00523,2024-09-20,Vadodara,Sayajigunj,22.28466,73.204394,Cloudy,Highway,Truck,High,Night,79,54,1,1,5,4,Medium
BRD00524,2024-12-11,Vadodara,Gotri,22.293676,73.175415,Clear,Flyover,Car,Medium,Evening,37,37,1,1,2,5,Low
BRD00525,2025-03-11,Vadodara,Nizampura,22.27783,73.139773,Cloudy,Flyover,Auto,High,Night,34,32,0,0,5,6,Medium
BRD00526,2025-02-14,Vadodara,Nizampura,22.311785,73.131461,Fog,Highway,Truck,Medium,Evening,33,37,1,1,2,4,Medium
BRD00527,2024-09-20,Vadodara,Fatehgunj,22.337303,73.182134,Cloudy,Highway,Auto,Medium,Daylight,57,54,1,0,4,4,Low
BRD00528,2024-11-10,Vadodara,Sama,22.349985,73.165059,Fog,Highway,Auto,High,Daylight,93,41,1,0,2,6,High
BRD00529,2024-06-02,Vadodara,Sama,22.306601,73.147798,Rainy,Highway,Car,High,Night,112,35,1,0,3,6,High
BRD00530,2024-03-17,Vadodara,Gotri,22.253602,73.219557,Rainy,Flyover,Bus,Medium,Night,55,53,1,1,1,0,Low
BRD00531,2024-01-15,Vadodara,Akota,22.352657,73.141666,Rainy,City Road,Bike,Low,Evening,59,49,0,0,1,1,Low
BRD00532,2024-02-02,Vadodara,Sayajigunj,22.366581,73.200751,Fog,Highway,Bus,High,Evening,63,26,0,0,5,6,High
BRD00533,2024-10-24,Vadodara,Tarsali,22.371102,73.137771,Clear,Highway,Car,High,Evening,110,25,1,1,5,6,High
BRD00534,2025-04-23,Vadodara,Sayajigunj,22.278341,73.116022,Cloudy,City Road,Truck,High,Night,120,44,1,0,4,1,Medium
BRD00535,2024-10-06,Vadodara,Sayajigunj,22.311731,73.136952,Fog,Flyover,Car,High,Night,39,48,1,1,1,2,Medium
BRD00536,2025-04-26,Vadodara,Alkapuri,22.339789,73.21832,Clear,City Road,Truck,High,Evening,109,42,1,1,1,6,High
BRD00537,2025-04-10,Vadodara,Sayajigunj,22.370576,73.237689,Rainy,Flyover,Bike,Medium,Daylight,74,37,0,0,4,0,Low
BRD00538,2024-01-18,Vadodara,Akota,22.362638,73.22348,Fog,Residential,Bus,High,Evening,77,44,1,1,1,6,High
BRD00539,2024-02-03,Vadodara,Waghodia,22.304713,73.209385,Rainy,Flyover,Bus,High,Evening,58,19,0,0,4,4,Medium
BRD00540,2024-11-17,Vadodara,Akota,22.290784,73.112335,Rainy,City Road,Car,Low,Evening,76,63,0,1,3,1,Medium
BRD00541,2024-05-13,Vadodara,Karelibaug,22.339371,73.224015,Cloudy,Flyover,Car,Medium,Daylight,119,44,1,0,4,1,Medium
BRD00542,2025-04-30,Vadodara,Alkapuri,22.370005,73.197066,Cloudy,City Road,Bike,High,Night,53,30,1,0,1,0,Low
BRD00543,2024-05-13,Vadodara,Karelibaug,22.261578,73.155188,Cloudy,Highway,Bike,High,Evening,79,51,1,1,4,4,Medium
BRD00544,2024-04-07,Vadodara,Sama,22.355744,73.13993,Clear,Residential,Bus,Low,Daylight,116,45,0,0,3,1,Medium
BRD00545,2025-02-09,Vadodara,Karelibaug,22.253741,73.246419,Rainy,City Road,Auto,Medium,Night,48,33,1,1,1,3,Low
BRD00546,2024-06-14,Vadodara,Vasna,22.301682,73.131833,Clear,Residential,Bus,Medium,Evening,42,56,1,0,1,6,Low
BRD00547,2024-08-29,Vadodara,Waghodia,22.379576,73.240898,Clear,Highway,Bike,Low,Night,67,50,1,1,4,1,Low
BRD00548,2024-10-24,Vadodara,Karelibaug,22.283838,73.175562,Fog,Flyover,Bus,Low,Daylight,96,23,1,1,2,0,Medium
BRD00549,2024-03-06,Vadodara,Fatehgunj,22.363318,73.225221,Fog,Flyover,Bus,Low,Night,65,34,1,1,4,0,Low
BRD00550,2025-01-26,Vadodara,Karelibaug,22.322238,73.238428,Rainy,Residential,Bike,Medium,Daylight,119,27,0,0,2,3,Medium
BRD00551,2024-12-27,Vadodara,Fatehgunj,22.306736,73.24928,Clear,Residential,Bike,Medium,Night,58,40,1,1,4,1,Low
BRD00552,2024-06-27,Vadodara,Manjalpur,22.276485,73.142617,Clear,City Road,Auto,High,Night,43,54,0,0,5,0,Low
BRD00553,2025-01-28,Vadodara,Fatehgunj,22.337998,73.233105,Rainy,Highway,Truck,Medium,Evening,34,61,0,1,3,1,Low
BRD00554,2024-02-11,Vadodara,Fatehgunj,22.357991,73.198931,Clear,Residential,Truck,Medium,Evening,44,60,0,1,1,0,Low
BRD00555,2025-04-09,Vadodara,Tarsali,22.323991,73.131705,Cloudy,Highway,Truck,Medium,Night,118,21,0,1,1,5,Medium
BRD00556,2025-05-09,Vadodara,Tarsali,22.362517,73.113378,Cloudy,City Road,Car,Medium,Night,47,43,1,0,1,1,Low
BRD00557,2025-02-16,Vadodara,Akota,22.367485,73.190527,Fog,Flyover,Bike,Medium,Night,80,50,0,1,4,5,Medium
BRD00558,2024-11-03,Vadodara,Sayajigunj,22.261729,73.16338,Cloudy,Flyover,Auto,Medium,Daylight,59,45,1,0,1,4,Low
BRD00559,2024-11-27,Vadodara,Makarpura,22.342773,73.2396,Fog,Highway,Truck,Medium,Night,111,45,0,1,3,1,Medium
BRD00560,2025-03-06,Vadodara,Gotri,22.318002,73.144322,Rainy,Highway,Auto,Low,Daylight,112,20,0,1,4,2,Medium
BRD00561,2024-10-18,Vadodara,Sama,22.282939,73.138229,Clear,Highway,Auto,Medium,Daylight,109,25,1,0,2,5,Medium
BRD00562,2025-03-24,Vadodara,Vasna,22.288694,73.188081,Cloudy,Residential,Bus,Low,Evening,35,34,1,0,2,3,Low
BRD00563,2024-05-12,Vadodara,Sama,22.337543,73.16507,Rainy,Highway,Bike,Low,Night,120,25,0,0,4,4,High
BRD00564,2024-12-02,Vadodara,Vasna,22.328245,73.173008,Cloudy,Flyover,Bus,High,Night,76,23,0,0,1,6,Medium
BRD00565,2025-05-11,Vadodara,Gotri,22.361672,73.131384,Rainy,City Road,Car,Low,Night,27,58,0,0,3,5,Medium
BRD00566,2024-01-12,Vadodara,Manjalpur,22.271594,73.122863,Cloudy,Residential,Bus,Low,Night,85,19,1,0,2,3,Low
BRD00567,2024-06-19,Vadodara,Alkapuri,22.263346,73.227144,Fog,Residential,Bus,High,Night,75,65,1,0,4,0,Medium
BRD00568,2025-01-06,Vadodara,Harni,22.371587,73.235761,Cloudy,Residential,Car,Medium,Evening,90,21,0,1,5,4,Medium
BRD00569,2025-04-02,Vadodara,Makarpura,22.304228,73.171001,Fog,Residential,Auto,High,Evening,33,40,1,1,1,2,Medium
BRD00570,2024-08-28,Vadodara,Waghodia,22.306954,73.176145,Rainy,Flyover,Auto,Medium,Evening,117,60,1,0,3,1,Medium
BRD00571,2025-01-11,Vadodara,Waghodia,22.353476,73.219963,Cloudy,City Road,Auto,Medium,Daylight,111,36,0,1,2,5,Medium
BRD00572,2024-09-08,Vadodara,Manjalpur,22.353153,73.241458,Rainy,Residential,Truck,Low,Daylight,45,31,0,0,3,4,Medium
BRD00573,2024-03-30,Vadodara,Sama,22.36173,73.175522,Fog,Highway,Truck,Medium,Night,111,25,0,0,5,1,Medium
BRD00574,2025-02-05,Vadodara,Waghodia,22.350019,73.215514,Rainy,Flyover,Car,Medium,Evening,58,50,0,0,4,2,Low
BRD00575,2024-11-08,Vadodara,Harni,22.35168,73.242108,Cloudy,Highway,Auto,Low,Daylight,38,28,0,0,3,6,Low
BRD00576,2024-08-14,Vadodara,Tarsali,22.315767,73.209883,Rainy,Highway,Car,High,Evening,62,41,1,0,1,5,High
BRD00577,2025-01-28,Vadodara,Alkapuri,22.281891,73.221372,Rainy,Flyover,Truck,Medium,Evening,78,28,0,1,3,6,Medium
BRD00578,2024-05-05,Vadodara,Karelibaug,22.347917,73.179448,Cloudy,City Road,Car,Medium,Night,105,44,1,1,5,5,Medium
BRD00579,2025-01-29,Vadodara,Alkapuri,22.343291,73.177602,Fog,Highway,Bike,Low,Night,81,38,1,0,4,1,Medium
BRD00580,2025-04-17,Vadodara,Makarpura,22.269624,73.186184,Clear,Flyover,Bus,Medium,Night,29,61,1,1,3,5,Low
BRD00581,2025-04-16,Vadodara,Karelibaug,22.341038,73.166928,Clear,City Road,Auto,Medium,Evening,92,57,1,1,4,4,Medium
BRD00582,2024-10-02,Vadodara,Waghodia,22.300699,73.207832,Rainy,City Road,Auto,Medium,Evening,35,36,0,0,5,0,Low
BRD00583,2024-11-21,Vadodara,Karelibaug,22.253045,73.233548,Fog,Flyover,Car,High,Night,68,64,1,0,1,6,High
BRD00584,2024-06-30,Vadodara,Manjalpur,22.256205,73.197644,Fog,Highway,Bus,Medium,Night,105,54,0,1,3,4,High
BRD00585,2024-12-31,Vadodara,Makarpura,22.336518,73.226674,Rainy,City Road,Truck,High,Night,99,36,0,1,5,4,High
BRD00586,2024-10-25,Vadodara,Gotri,22.35697,73.15419,Rainy,Highway,Car,Low,Evening,66,45,1,0,1,4,Medium
BRD00587,2024-04-19,Vadodara,Fatehgunj,22.260149,73.201523,Clear,Residential,Auto,Medium,Evening,41,51,1,1,5,3,Low
BRD00588,2024-12-18,Vadodara,Fatehgunj,22.345123,73.162538,Cloudy,City Road,Car,High,Evening,79,26,1,1,2,3,Medium
BRD00589,2024-08-30,Vadodara,Alkapuri,22.347045,73.24161,Clear,Flyover,Bike,High,Evening,52,44,0,0,3,3,Low
BRD00590,2024-03-01,Vadodara,Waghodia,22.28964,73.156169,Fog,Flyover,Bus,Low,Daylight,91,27,0,1,1,1,Medium
BRD00591,2025-02-23,Vadodara,Vasna,22.313543,73.118349,Fog,Flyover,Bike,Medium,Daylight,52,44,1,1,5,1,Low
BRD00592,2025-03-03,Vadodara,Vasna,22.358379,73.119921,Cloudy,City Road,Auto,Medium,Evening,73,47,1,1,2,3,Low
BRD00593,2024-11-15,Vadodara,Sayajigunj,22.300341,73.235037,Fog,Flyover,Auto,Low,Daylight,104,60,1,1,1,5,High
BRD00594,2024-11-18,Vadodara,Tarsali,22.350307,73.146327,Rainy,Highway,Auto,High,Daylight,28,30,0,0,4,4,Medium
BRD00595,2024-04-02,Vadodara,Alkapuri,22.285745,73.130871,Clear,Residential,Bike,Low,Evening,109,56,1,1,5,4,Medium
BRD00596,2024-08-11,Vadodara,Karelibaug,22.303942,73.228947,Clear,Flyover,Bus,Medium,Night,27,23,0,0,5,2,Low
BRD00597,2024-05-10,Vadodara,Tarsali,22.261652,73.146019,Rainy,Residential,Car,Medium,Daylight,43,57,1,0,1,1,Low
BRD00598,2024-06-12,Vadodara,Karelibaug,22.303667,73.148633,Clear,Residential,Bike,Medium,Daylight,74,30,0,0,4,0,Low
BRD00599,2024-06-11,Vadodara,Fatehgunj,22.321906,73.109819,Cloudy,Highway,Bus,Low,Evening,59,32,0,1,5,0,Low
BRD00600,2025-02-06,Vadodara,Karelibaug,22.2896,73.161012,Clear,Highway,Auto,Low,Daylight,96,27,1,0,2,5,Medium
BRD00601,2024-01-01,Vadodara,Sama,22.310405,73.224406,Cloudy,Flyover,Car,High,Daylight,82,21,1,1,5,0,Low
BRD00602,2025-03-07,Vadodara,Makarpura,22.277658,73.226103,Fog,Flyover,Bike,High,Daylight,73,65,0,1,1,2,Medium
BRD00603,2024-03-12,Vadodara,Vasna,22.322342,73.141919,Cloudy,Residential,Car,High,Evening,40,50,1,1,3,6,Medium
BRD00604,2024-06-13,Vadodara,Waghodia,22.277381,73.243849,Cloudy,Flyover,Bike,Medium,Evening,56,26,0,1,1,5,Low
BRD00605,2024-10-11,Vadodara,Vasna,22.341429,73.21437,Clear,Highway,Bike,High,Evening,47,19,1,0,3,3,Low
BRD00606,2024-03-31,Vadodara,Sama,22.349836,73.204555,Cloudy,Highway,Bike,High,Night,70,41,0,1,1,3,Medium
BRD00607,2024-05-23,Vadodara,Makarpura,22.369782,73.153673,Rainy,Highway,Auto,High,Evening,27,37,0,0,4,6,Medium
BRD00608,2025-04-08,Vadodara,Vasna,22.341906,73.131363,Fog,City Road,Bus,Low,Daylight,60,35,1,0,5,3,Low
BRD00609,2024-12-10,Vadodara,Makarpura,22.328386,73.126329,Rainy,City Road,Bike,High,Daylight,119,34,0,1,2,4,High
BRD00610,2024-11-10,Vadodara,Akota,22.338488,73.232465,Clear,Highway,Bus,High,Evening,111,61,0,1,4,4,High
BRD00611,2024-09-22,Vadodara,Fatehgunj,22.314425,73.177589,Cloudy,Highway,Car,Medium,Daylight,40,35,1,1,3,5,Low
BRD00612,2024-02-11,Vadodara,Harni,22.354997,73.24854,Clear,City Road,Bus,Medium,Daylight,49,33,0,0,3,2,Low
BRD00613,2024-02-19,Vadodara,Alkapuri,22.312396,73.221209,Fog,Flyover,Truck,Low,Daylight,105,24,1,0,3,5,High
BRD00614,2024-05-01,Vadodara,Manjalpur,22.350847,73.192935,Clear,Highway,Bus,Medium,Evening,91,25,0,0,1,6,Medium
BRD00615,2025-02-04,Vadodara,Karelibaug,22.25806,73.220358,Cloudy,Highway,Truck,Medium,Evening,113,58,1,0,1,0,Low
BRD00616,2025-03-11,Vadodara,Sayajigunj,22.302219,73.192595,Clear,Residential,Car,High,Evening,31,60,0,1,4,2,Low
BRD00617,2024-02-21,Vadodara,Waghodia,22.33462,73.201366,Cloudy,Highway,Bus,Medium,Evening,104,39,0,0,1,4,Medium
BRD00618,2024-10-30,Vadodara,Tarsali,22.359301,73.235655,Clear,City Road,Auto,High,Night,116,40,1,1,5,0,Medium
BRD00619,2025-02-12,Vadodara,Alkapuri,22.257864,73.14675,Cloudy,Residential,Auto,Low,Evening,56,40,1,0,2,1,Low
BRD00620,2024-05-29,Vadodara,Waghodia,22.376135,73.177652,Cloudy,City Road,Bike,Medium,Daylight,102,50,0,1,3,2,Medium
BRD00621,2025-02-06,Vadodara,Manjalpur,22.294402,73.200179,Rainy,Residential,Auto,Low,Evening,106,39,1,1,4,1,Medium
BRD00622,2025-03-24,Vadodara,Tarsali,22.368371,73.17439,Fog,Highway,Car,Low,Evening,38,32,1,0,2,3,Low
BRD00623,2025-01-13,Vadodara,Sayajigunj,22.276691,73.127637,Cloudy,Highway,Truck,High,Daylight,67,22,1,0,5,6,Medium
BRD00624,2024-04-09,Vadodara,Makarpura,22.326139,73.21483,Clear,Highway,Bike,Low,Daylight,62,30,1,0,2,3,Low
BRD00625,2025-03-09,Vadodara,Nizampura,22.281975,73.129398,Fog,City Road,Truck,High,Daylight,47,19,0,1,1,2,Medium
BRD00626,2024-05-02,Vadodara,Waghodia,22.355233,73.199136,Fog,Residential,Bike,Low,Daylight,64,27,0,0,2,3,Medium
BRD00627,2024-11-02,Vadodara,Sayajigunj,22.377008,73.136682,Cloudy,Highway,Auto,High,Evening,72,30,1,0,3,2,Medium
BRD00628,2024-05-23,Vadodara,Sama,22.26644,73.17624,Rainy,Residential,Car,Low,Evening,105,23,1,0,2,6,High
BRD00629,2024-09-12,Vadodara,Nizampura,22.310355,73.148273,Cloudy,Flyover,Auto,High,Evening,90,48,1,1,3,2,Medium
BRD00630,2024-01-19,Vadodara,Gotri,22.278538,73.13045,Cloudy,City Road,Bus,High,Daylight,99,37,1,1,5,5,High
BRD00631,2024-02-13,Vadodara,Karelibaug,22.347711,73.144257,Rainy,Flyover,Car,Medium,Evening,57,20,1,1,4,4,Medium
BRD00632,2024-07-07,Vadodara,Tarsali,22.314681,73.140953,Cloudy,Highway,Car,Medium,Night,80,32,1,0,3,3,Low
BRD00633,2024-10-06,Vadodara,Makarpura,22.260161,73.141464,Clear,City Road,Bike,Medium,Daylight,89,22,1,0,5,4,Medium
BRD00634,2024-06-17,Vadodara,Akota,22.289353,73.222335,Rainy,Flyover,Car,Medium,Evening,50,56,0,1,1,5,Medium
BRD00635,2024-07-25,Vadodara,Sayajigunj,22.356842,73.213671,Fog,Highway,Bus,Medium,Evening,69,50,0,1,2,6,Medium
BRD00636,2024-08-30,Vadodara,Gotri,22.317057,73.217896,Rainy,Residential,Bus,High,Night,120,23,1,0,4,1,High
BRD00637,2025-03-12,Vadodara,Nizampura,22.253914,73.120843,Cloudy,City Road,Truck,Low,Evening,81,18,1,1,3,3,Low
BRD00638,2025-01-20,Vadodara,Sayajigunj,22.349169,73.203578,Rainy,Flyover,Truck,Medium,Evening,79,19,0,0,2,5,Medium
BRD00639,2024-11-04,Vadodara,Harni,22.324604,73.158633,Fog,Residential,Car,High,Night,105,22,1,0,4,6,High
BRD00640,2024-11-23,Vadodara,Akota,22.262121,73.115647,Clear,City Road,Bike,Medium,Evening,97,56,1,0,2,3,Medium
BRD00641,2024-04-15,Vadodara,Gotri,22.287844,73.178659,Rainy,Residential,Bike,Low,Night,74,51,0,0,3,2,Medium
BRD00642,2024-03-07,Vadodara,Nizampura,22.304394,73.211471,Cloudy,Residential,Car,Medium,Daylight,45,31,1,1,4,0,Low
BRD00643,2024-10-27,Vadodara,Gotri,22.315322,73.202725,Rainy,Flyover,Car,High,Daylight,98,27,1,0,4,2,High
BRD00644,2025-03-26,Vadodara,Fatehgunj,22.309827,73.18642,Rainy,Highway,Truck,High,Evening,67,47,1,1,4,4,High
BRD00645,2025-04-05,Vadodara,Harni,22.345322,73.168674,Rainy,City Road,Auto,Medium,Daylight,56,43,0,0,2,1,Low
BRD00646,2024-12-07,Vadodara,Manjalpur,22.340746,73.208361,Fog,City Road,Bus,High,Night,93,53,0,1,1,2,High
BRD00647,2024-08-18,Vadodara,Karelibaug,22.28286,73.17591,Clear,Residential,Bike,High,Daylight,66,58,1,1,3,3,Medium
BRD00648,2024-01-06,Vadodara,Akota,22.264909,73.237571,Cloudy,Flyover,Bus,Low,Night,75,47,0,0,5,0,Low
BRD00649,2024-08-29,Vadodara,Sama,22.286288,73.124205,Rainy,Highway,Auto,High,Daylight,81,29,1,0,5,1,Medium
BRD00650,2025-01-25,Vadodara,Alkapuri,22.33806,73.123024,Cloudy,Flyover,Car,Low,Daylight,34,63,0,0,4,5,Low
BRD00651,2024-12-05,Vadodara,Vasna,22.335805,73.115419,Clear,Flyover,Bus,High,Daylight,91,56,0,0,4,5,High
BRD00652,2024-04-12,Vadodara,Manjalpur,22.252085,73.104192,Rainy,Highway,Truck,Low,Daylight,72,61,0,0,1,1,Medium
BRD00653,2024-07-31,Vadodara,Nizampura,22.263999,73.149071,Rainy,City Road,Auto,High,Daylight,46,52,1,1,1,0,Low
BRD00654,2024-06-14,Vadodara,Karelibaug,22.251949,73.198099,Rainy,Highway,Bus,Low,Daylight,38,47,0,0,3,2,Low
BRD00655,2024-07-29,Vadodara,Akota,22.349781,73.174936,Fog,Highway,Auto,Low,Evening,33,28,1,0,5,1,Low
BRD00656,2024-12-13,Vadodara,Tarsali,22.340184,73.149807,Fog,Flyover,Bus,High,Daylight,114,39,0,1,4,3,High
BRD00657,2024-01-07,Vadodara,Gotri,22.252758,73.213841,Rainy,Highway,Truck,High,Daylight,100,65,1,0,5,5,High
BRD00658,2024-09-12,Vadodara,Akota,22.276262,73.156362,Clear,Highway,Car,Low,Evening,42,56,1,1,2,2,Low
BRD00659,2025-01-24,Vadodara,Alkapuri,22.317713,73.246635,Fog,Flyover,Bike,Medium,Daylight,107,64,1,1,2,6,High
BRD00660,2024-05-07,Vadodara,Tarsali,22.339355,73.207925,Rainy,Residential,Auto,High,Night,31,29,1,0,1,5,Medium
BRD00661,2024-11-20,Vadodara,Karelibaug,22.371976,73.118834,Cloudy,City Road,Auto,Low,Evening,49,31,0,0,4,0,Low
BRD00662,2024-04-11,Vadodara,Gotri,22.305122,73.190878,Cloudy,Flyover,Truck,Medium,Evening,46,46,0,1,4,5,Low
BRD00663,2024-03-26,Vadodara,Fatehgunj,22.307379,73.175794,Clear,Residential,Car,Medium,Night,75,19,1,1,1,3,Low
BRD00664,2024-10-10,Vadodara,Vasna,22.272841,73.157068,Fog,Flyover,Bus,High,Night,93,42,1,0,3,1,High
BRD00665,2024-03-20,Vadodara,Gotri,22.250543,73.229248,Rainy,Flyover,Bus,High,Night,85,44,1,1,4,1,Medium
BRD00666,2024-02-06,Vadodara,Sayajigunj,22.36505,73.248871,Cloudy,Highway,Bus,Medium,Evening,107,28,0,1,3,4,Medium
BRD00667,2024-11-21,Vadodara,Vasna,22.297863,73.108656,Fog,Residential,Bus,High,Evening,115,33,0,1,1,3,High
BRD00668,2024-01-15,Vadodara,Vasna,22.336538,73.122183,Fog,Residential,Car,High,Night,115,33,0,0,1,5,High
BRD00669,2024-07-22,Vadodara,Vasna,22.326201,73.235149,Clear,City Road,Bus,High,Daylight,116,45,1,1,5,3,Medium
BRD00670,2024-07-29,Vadodara,Tarsali,22.363932,73.209148,Cloudy,Highway,Bike,High,Evening,64,54,1,0,3,5,Medium
BRD00671,2024-06-06,Vadodara,Alkapuri,22.378313,73.222458,Rainy,Highway,Bike,High,Daylight,75,62,1,1,3,5,High
BRD00672,2024-04-05,Vadodara,Vasna,22.267463,73.172971,Cloudy,Highway,Bus,Low,Evening,47,31,0,0,1,2,Low
BRD00673,2024-07-28,Vadodara,Fatehgunj,22.331489,73.193663,Rainy,City Road,Bike,Low,Night,58,23,1,0,3,6,Medium
BRD00674,2024-04-30,Vadodara,Fatehgunj,22.313075,73.21408,Clear,Highway,Bike,Medium,Night,28,18,0,0,2,4,Low
BRD00675,2025-05-07,Vadodara,Tarsali,22.284559,73.172889,Clear,Flyover,Auto,Medium,Night,102,39,1,1,3,4,Medium
BRD00676,2024-07-12,Vadodara,Harni,22.257441,73.153404,Rainy,Flyover,Bike,Medium,Daylight,110,47,1,0,1,3,Medium
BRD00677,2025-01-19,Vadodara,Sama,22.28231,73.167788,Clear,Residential,Auto,High,Night,60,60,0,0,3,5,Medium
BRD00678,2024-01-24,Vadodara,Tarsali,22.345656,73.201689,Clear,City Road,Auto,High,Night,71,43,0,1,4,6,Medium
BRD00679,2025-01-10,Vadodara,Sayajigunj,22.288202,73.129262,Cloudy,City Road,Auto,High,Evening,114,63,0,0,4,0,Medium
BRD00680,2025-03-23,Vadodara,Fatehgunj,22.271847,73.166943,Clear,Highway,Bus,Medium,Evening,111,52,0,0,2,4,Medium
BRD00681,2024-02-24,Vadodara,Sayajigunj,22.379137,73.104383,Rainy,Flyover,Bus,High,Night,114,32,1,1,1,0,Medium
BRD00682,2024-09-08,Vadodara,Manjalpur,22.35342,73.14992,Rainy,City Road,Auto,High,Evening,106,22,1,1,4,5,High
BRD00683,2024-02-29,Vadodara,Akota,22.261398,73.113371,Cloudy,City Road,Bike,Low,Evening,53,41,0,1,4,2,Low
BRD00684,2024-10-01,Vadodara,Gotri,22.360125,73.246977,Clear,Flyover,Truck,Medium,Evening,32,26,0,0,4,4,Low
BRD00685,2024-03-15,Vadodara,Sama,22.372576,73.225582,Clear,Residential,Bus,High,Daylight,83,56,1,0,1,2,Medium
BRD00686,2024-03-04,Vadodara,Akota,22.37959,73.205978,Fog,Residential,Car,Medium,Night,89,36,1,0,3,5,Medium
BRD00687,2025-01-10,Vadodara,Tarsali,22.279259,73.210359,Rainy,City Road,Bus,High,Evening,51,43,1,0,1,6,Medium
BRD00688,2024-08-30,Vadodara,Waghodia,22.348503,73.158659,Cloudy,Flyover,Truck,Medium,Evening,79,30,1,0,2,5,Medium
BRD00689,2025-04-23,Vadodara,Vasna,22.28953,73.198195,Fog,City Road,Bus,High,Evening,31,48,1,0,2,6,Medium
BRD00690,2024-11-29,Vadodara,Alkapuri,22.297089,73.228421,Rainy,Highway,Car,High,Night,50,45,0,0,1,5,Medium
BRD00691,2024-03-01,Vadodara,Nizampura,22.334513,73.189009,Fog,City Road,Bus,Medium,Daylight,47,20,0,0,4,0,Low
